date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:31:13	3350/3350	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2030%20Mar%202020%2014:29:12%20GMT	http://gtbucks.best/images/jquery.fitvids.js	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/jquery.fitvids.js	(from http://gtbucks.best/)
23:31:13	315/315	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2007%20Feb%202021%2022:07:57%20GMT	http://gtbucks.best/s10.histats.com/js15_as.js	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/s10.histats.com/js15_as.js	(from http://gtbucks.best/)
23:31:13	14121/14121	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Jul%202020%2015:49:34%20GMT	http://gtbucks.best/index.html	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/index-2.html	(from http://gtbucks.best/)
23:31:14	76250/76250	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Mar%202020%2014:29:10%20GMT	http://gtbucks.best/images/logo.png	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/logo.png	(from http://gtbucks.best/)
23:31:14	315/315	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2007%20Feb%202021%2022:31:15%20GMT	http://gtbucks.best/sstatic1.histats.com/03d6d.gif?4265153&101	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/sstatic1.histats.com/03d6d3d6d.gif	(from http://gtbucks.best/)
23:31:14	40392/40392	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2030%20Mar%202020%2014:29:12%20GMT	http://gtbucks.best/images/main.js	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/main.js	(from http://gtbucks.best/)
23:31:45	880772/880772	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Mar%202020%2014:29:12%20GMT	http://gtbucks.best/images/frt.jpg	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/frt.jpg	(from http://gtbucks.best/)
23:31:45	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/fontawesome-webfont3295329532953295.html?v=4.5.0	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/fontawesome-webfont3295329532953295.1a3295.delayed	(from http://gtbucks.best/images/font-awesome.min.css)
23:31:46	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/glyphicons-halflings-regular.html	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/glyphicons-halflings-regular.html	(from http://gtbucks.best/images/bootstrap.min.css)
23:31:46	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/glyphicons-halflings-regulard41dd41dd41dd41dd41dd41d.html?	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/glyphicons-halflings-regulard41dd41dd41dd41dd41dd41dd41d.html	(from http://gtbucks.best/images/bootstrap.min.css)
23:31:46	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/glyphicons-halflings-regular.html	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/glyphicons-halflings-regular.html	(from http://gtbucks.best/images/bootstrap.min.css)
23:31:46	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/glyphicons-halflings-regular-2.html	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/glyphicons-halflings-regular-2.html	(from http://gtbucks.best/images/bootstrap.min.css)
23:31:47	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/glyphicons-halflings-regular-3.html	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/glyphicons-halflings-regular-3.html	(from http://gtbucks.best/images/bootstrap.min.css)
23:31:47	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/glyphicons-halflings-regular-4.html	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/glyphicons-halflings-regular-4.html	(from http://gtbucks.best/images/bootstrap.min.css)
23:31:47	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/bebasneue_bold-webfont.html	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/bebasneue_bold-webfont.html	(from http://gtbucks.best/images/style.css)
23:31:47	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/bebasneue_bold-webfontd41dd41dd41dd41dd41dd41d.html?	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/bebasneue_bold-webfontd41dd41dd41dd41dd41dd41dd41d.html	(from http://gtbucks.best/images/style.css)
23:31:48	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/bebasneue_bold-webfont.html	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/bebasneue_bold-webfont.html	(from http://gtbucks.best/images/style.css)
23:31:48	19820/19820	---M--	200	added ('OK')	font/woff	date:Mon,%2030%20Mar%202020%2014:29:10%20GMT	http://gtbucks.best/images/bebasneue_bold-webfont.woff	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/bebasneue_bold-webfont.woff	(from http://gtbucks.best/images/style.css)
23:31:48	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/bebasneue_bold-webfont-2.html	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/bebasneue_bold-webfont-2.html	(from http://gtbucks.best/images/style.css)
23:31:48	673/673	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/bebasneue_regular-webfont.html	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/bebasneue_regular-webfont.html	(from http://gtbucks.best/images/style.css)
23:31:49	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/bebasneue_regular-webfontd41dd41dd41dd41dd41dd41d.html?	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/bebasneue_regular-webfontd41dd41dd41dd41dd41dd41dd41d.html	(from http://gtbucks.best/images/style.css)
23:31:49	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/bebasneue_regular-webfont.html	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/bebasneue_regular-webfont.html	(from http://gtbucks.best/images/style.css)
23:31:49	20552/20552	---M--	200	added ('OK')	font/woff	date:Mon,%2030%20Mar%202020%2014:29:12%20GMT	http://gtbucks.best/images/bebasneue_regular-webfont.woff	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/bebasneue_regular-webfont.woff	(from http://gtbucks.best/images/style.css)
23:31:49	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/bebasneue_regular-webfont-2.html	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/bebasneue_regular-webfont-2.html	(from http://gtbucks.best/images/style.css)
23:31:50	673/673	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/et-line.html	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/et-line.html	(from http://gtbucks.best/images/style.css)
23:31:50	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/et-lined41dd41dd41dd41dd41dd41d.html?	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/et-lined41dd41dd41dd41dd41dd41d.2cd41d.delayed	(from http://gtbucks.best/images/style.css)
23:31:50	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/et-line-2.html	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/et-line-2.html	(from http://gtbucks.best/images/style.css)
23:31:50	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/et-line-3.html	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/et-line-3.html	(from http://gtbucks.best/images/style.css)
23:31:51	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/pr-l.html	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/pr-l.html	(from http://gtbucks.best/images/style.css)
23:31:51	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/pr-r.html	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/pr-r.html	(from http://gtbucks.best/images/style.css)
23:31:52	3116/3116	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Mar%202020%2014:29:12%20GMT	http://gtbucks.best/images/panel-overlay.png	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/panel-overlay.png	(from http://gtbucks.best/images/style.css)
23:31:52	982/982	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Mar%202020%2014:29:12%20GMT	http://gtbucks.best/images/smallbtnbg-r.png	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/smallbtnbg-r.png	(from http://gtbucks.best/images/style.css)
23:31:52	55220/55220	---M--	200	added ('OK')	font/woff	date:Mon,%2030%20Mar%202020%2014:29:12%20GMT	http://gtbucks.best/images/et-line.woff	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/et-line.woff	(from http://gtbucks.best/images/style.css)
23:31:52	967/967	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Mar%202020%2014:29:12%20GMT	http://gtbucks.best/images/smallbtnbg.png	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/smallbtnbg.png	(from http://gtbucks.best/images/style.css)
23:31:52	673/673	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/smallbtnbg-bw.html	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/smallbtnbg-bw.html	(from http://gtbucks.best/images/style.css)
23:31:53	673/673	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202020%2014:46:34%20GMT	http://gtbucks.best/images/smallbtnbg-r-bw.html	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/smallbtnbg-r-bw.html	(from http://gtbucks.best/images/style.css)
23:31:53	671/671	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Mar%202020%2014:29:12%20GMT	http://gtbucks.best/images/button-dot.png	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/button-dot.png	(from http://gtbucks.best/images/style.css)
23:31:53	1071/1071	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Mar%202020%2014:29:12%20GMT	http://gtbucks.best/images/btn-img.png	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/btn-img.png	(from http://gtbucks.best/images/style.css)
23:31:54	3634/3634	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Mar%202020%2014:29:10%20GMT	http://gtbucks.best/images/ft-coins.png	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/ft-coins.png	(from http://gtbucks.best/images/style.css)
23:31:54	3660/3660	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Mar%202020%2014:29:12%20GMT	http://gtbucks.best/images/ft-points.png	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/ft-points.png	(from http://gtbucks.best/images/style.css)
23:31:59	169869/169869	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Jul%202020%2015:40:16%20GMT	http://gtbucks.best/images/main-bg.jpg	C:/Users/blaki/Documents/Uni/Ricerca%20Operativa/vbucks/gtbucks.best/images/main-bg.jpg	(from http://gtbucks.best/images/style.css)
